updated,A3,A5
13:00:46,4.905,4.953
13:00:45,4.917,4.965
13:00:44,4.905,4.941
13:00:43,4.905,4.965
13:00:42,4.917,4.953
13:00:41,4.917,4.953
13:00:40,4.917,4.941
13:00:39,4.917,4.953
13:00:38,4.917,4.965
13:00:37,4.917,4.941
13:00:36,4.905,4.965
13:00:35,4.905,4.953
13:00:34,4.917,4.965
13:00:33,4.917,4.941
13:00:32,4.917,4.953
13:00:31,4.929,4.965
13:00:30,4.905,4.953
13:00:29,4.905,4.965
13:00:28,4.917,4.953
13:00:27,4.929,4.965
13:00:26,4.905,4.953
13:00:25,4.917,4.965
13:00:24,4.929,4.965
13:00:23,4.894,4.953
13:00:22,4.905,4.965
13:00:21,4.917,4.965
13:00:20,4.917,4.953
13:00:19,4.882,4.941
13:00:18,4.929,4.953
13:00:17,4.917,4.953
13:00:16,4.917,4.953
13:00:15,4.917,4.953
13:00:14,4.917,4.953
13:00:13,4.917,4.953
13:00:12,4.917,4.965
13:00:11,4.929,4.965
13:00:10,4.917,4.965
13:00:09,4.917,4.953
13:00:08,4.917,4.953
13:00:07,4.929,4.953
13:00:06,4.917,4.953
13:00:05,4.929,4.929
13:00:04,4.905,4.965
13:00:03,4.905,4.941
13:00:02,4.905,4.953
13:00:01,4.905,4.953
13:00:00,4.917,4.965
12:59:59,4.882,4.953
12:59:58,4.929,4.953
12:59:57,4.917,4.941
12:59:56,4.894,4.953
12:59:55,4.929,4.965
12:59:54,4.917,4.953
12:59:53,4.929,4.965
12:59:52,4.917,4.953
12:59:51,4.917,4.965
12:59:50,4.929,4.953
12:59:49,4.894,4.941
12:59:48,4.929,4.941
12:59:47,4.894,4.953
12:59:46,4.917,4.965
12:59:45,4.894,4.965
12:59:44,4.917,4.965
12:59:43,4.905,4.941
12:59:42,4.917,4.965
12:59:41,4.917,4.965
12:59:40,4.905,4.953
12:59:39,4.917,4.965
12:59:38,4.894,4.953
12:59:37,4.917,4.941
12:59:36,4.905,4.953
12:59:35,4.917,4.965
12:59:34,4.905,4.941
12:59:33,4.929,4.976
12:59:32,4.917,4.941
12:59:31,4.905,4.953
12:59:30,4.929,4.965
12:59:29,4.894,4.953
12:59:28,4.929,4.965
12:59:27,4.917,4.965
12:59:26,4.917,4.965
12:59:25,4.905,4.941
12:59:24,4.917,4.953
12:59:23,4.905,4.953
12:59:22,4.905,4.953
12:59:21,4.917,4.965
12:59:20,4.905,4.953
12:59:19,4.917,4.965
12:59:18,4.905,4.941
12:59:17,4.917,4.953
12:59:16,5.000,4.953
12:59:15,4.917,4.941
12:59:14,4.917,4.953
12:59:13,4.917,4.965
12:59:12,4.929,4.965
12:59:11,4.917,4.953
12:59:10,4.917,4.965
12:59:09,4.917,4.953
12:59:08,4.905,4.965
12:59:07,4.929,4.976
12:59:06,4.929,4.953
12:59:05,4.917,4.965
12:59:04,4.905,4.953
12:59:03,4.917,4.965
12:59:02,4.894,4.953
12:59:02,4.894,4.953
12:59:00,4.929,4.965
12:58:59,4.905,4.941
12:58:58,4.929,4.965
12:58:57,4.894,4.953
12:58:56,4.894,4.976
12:58:55,4.905,4.953
12:58:54,4.917,4.965
12:58:53,4.894,4.965
12:58:52,4.917,4.965
12:58:51,4.917,4.953
12:58:50,4.905,4.965
12:58:49,4.917,4.965
12:58:48,4.905,4.953
12:58:47,4.929,4.965
12:58:46,4.905,4.965
12:58:45,4.917,4.953
12:58:44,4.905,4.941
12:58:43,4.905,4.965
12:58:42,4.929,4.965
12:58:41,4.917,4.953
12:58:40,4.929,4.953
12:58:39,4.894,4.953
12:58:38,4.929,4.976
12:58:37,4.917,4.965
12:58:36,4.905,4.965
12:58:35,4.929,4.953
12:58:34,4.917,4.953
12:58:33,4.905,4.965
12:58:32,4.894,4.953
12:58:31,4.917,4.965
12:58:30,4.905,4.953
12:58:29,4.905,4.953
12:58:28,4.929,4.965
12:58:27,4.894,4.941
12:58:26,4.894,5.048
12:58:25,4.894,4.953
12:58:24,4.917,4.965
12:58:23,4.905,4.953
12:58:22,4.929,4.965
12:58:21,4.917,4.941
12:58:20,4.917,4.965
12:58:19,4.917,4.965
12:58:18,4.917,4.941
12:58:17,4.905,4.976
12:58:16,4.917,4.953
12:58:15,4.917,4.965
12:58:14,4.917,4.953
12:58:13,4.905,4.965
12:58:12,4.905,4.953
12:58:11,4.905,4.941
12:58:10,4.905,4.965
12:58:09,4.917,4.965
12:58:08,4.905,4.976
12:58:07,4.905,4.953
12:58:06,4.917,4.965
12:58:05,4.894,4.953
12:58:04,4.917,4.965
12:58:03,4.917,4.941
12:58:02,4.905,4.953
12:58:01,4.917,4.953
12:58:00,4.905,4.953
12:57:59,4.917,4.976
12:57:58,4.894,4.941
12:57:57,4.929,4.965
12:57:56,4.917,4.953
12:57:55,4.905,4.965
12:57:54,4.917,4.976
12:57:53,4.905,4.953
12:57:52,4.905,4.965
12:57:51,4.905,4.953
12:57:50,4.929,4.965
12:57:49,4.905,4.965
12:57:48,4.905,4.965
12:57:47,4.917,4.941
12:57:46,4.929,4.965
12:57:45,4.917,4.965
12:57:44,4.917,4.965
12:57:43,4.929,4.965
12:57:42,4.905,4.941
12:57:41,4.917,4.965
12:57:40,4.917,4.953
12:57:39,4.929,4.965
12:57:38,4.905,4.941
12:57:37,4.929,4.941
12:57:36,4.917,4.965
12:57:35,4.905,4.953
12:57:34,4.917,4.965
12:57:33,4.917,4.965
12:57:32,4.905,4.953
12:57:31,4.917,4.953
12:57:30,4.917,4.965
12:57:29,4.917,4.941
12:57:28,4.905,4.941
12:57:27,4.929,4.965
12:57:26,4.917,4.953
12:57:25,4.917,4.965
12:57:24,4.905,4.941
12:57:23,4.917,4.965
12:57:22,4.929,4.965
12:57:21,4.929,4.941
12:57:20,4.905,4.953
12:57:19,4.894,4.953
12:57:18,4.905,4.965
12:57:17,4.917,4.953
12:57:16,4.917,4.965
12:57:15,4.905,4.965
12:57:14,4.905,4.965
12:57:13,4.894,4.941
12:57:12,4.917,4.953
12:57:11,4.929,4.965
12:57:10,4.905,4.965
12:57:09,4.917,4.941
12:57:08,4.905,4.941
12:57:07,4.917,4.965
12:57:06,4.882,4.976
12:57:05,4.905,4.941
12:57:04,4.917,4.965
12:57:03,4.905,4.953
12:57:02,4.917,4.941
12:57:01,4.905,4.953
12:57:00,4.917,4.965
12:56:59,4.917,4.953
12:56:58,4.917,4.965
12:56:57,4.917,4.965
12:56:56,4.917,4.953
12:56:55,4.917,4.965
12:56:54,4.917,4.965
12:56:53,4.929,4.941
12:56:52,4.917,4.941
12:56:51,4.905,4.965
12:56:50,4.894,4.953
12:56:49,4.894,4.965
12:56:48,4.917,4.965
12:56:47,4.894,4.953
12:56:46,4.917,4.953
12:56:45,4.905,4.965
12:56:44,4.929,4.965
12:56:43,4.905,4.941
12:56:42,4.905,4.965
12:56:41,4.894,4.965
12:56:40,4.905,4.941
12:56:39,4.917,5.036
12:56:38,4.905,4.953
12:56:36,4.929,4.965
12:56:36,4.905,4.953
12:56:35,4.917,4.965
12:56:34,4.917,4.953
12:56:33,4.905,4.965
12:56:32,4.905,4.941
12:56:31,4.905,4.965
12:56:30,4.905,4.965
12:56:29,4.905,4.953
12:56:28,4.905,4.941
12:56:27,4.905,4.953
12:56:26,4.917,4.941
12:56:25,4.917,4.953
12:56:24,4.917,4.976
12:56:23,4.917,4.929
12:56:22,4.905,4.953
12:56:21,4.917,4.965
12:56:20,4.905,4.941
12:56:19,4.917,4.965
12:56:18,4.905,4.953
12:56:17,4.917,4.965
12:56:16,4.917,4.965
12:56:15,4.917,4.941
12:56:14,4.917,4.965
12:56:13,4.905,4.941
12:56:12,4.917,4.965
12:56:11,4.894,4.953
12:56:10,4.905,4.965
12:56:09,4.905,4.953
12:56:08,4.917,4.965
12:56:07,4.905,4.965
12:56:06,4.905,4.941
12:56:05,4.917,4.965
12:56:04,4.905,4.953
12:56:03,4.917,4.941
12:56:02,4.917,4.953
12:56:01,4.929,4.941
12:56:00,4.905,4.953
12:55:59,4.917,4.953
12:55:58,4.917,4.953
12:55:57,4.894,4.941
12:55:56,4.917,4.965
12:55:55,4.917,4.953
12:55:54,4.905,4.976
12:55:53,4.917,4.965
12:55:52,4.917,4.953
12:55:51,4.905,4.953
12:55:50,4.917,4.965
12:55:49,4.929,4.976
12:55:48,4.929,4.941
12:55:47,4.917,4.953
12:55:46,4.917,4.953
12:55:45,4.917,4.976
12:55:44,4.917,4.941
12:55:43,4.905,4.953
12:55:42,4.905,4.953
12:55:41,4.905,4.953
12:55:40,4.917,4.941
12:55:39,4.905,4.941
12:55:38,4.917,4.965
12:55:37,4.905,4.953
12:55:36,4.905,4.953
12:55:35,4.917,4.965
12:55:34,4.917,4.965
12:55:33,4.917,4.965
12:55:32,4.905,4.941
12:55:31,4.917,4.965
12:55:30,4.882,4.953
12:55:29,4.929,4.965
12:55:28,4.917,4.953
12:55:27,4.929,4.965
12:55:26,4.929,4.965
12:55:25,4.917,4.953
12:55:24,4.917,4.965
12:55:23,4.917,4.953
12:55:22,4.917,4.965
12:55:21,4.905,4.953
12:55:20,4.929,4.965
12:55:19,4.917,4.965
12:55:18,4.917,4.965
12:55:17,4.929,4.976
12:55:16,4.917,4.941
12:55:15,4.929,4.965
12:55:13,4.905,4.953
12:55:13,4.917,4.953
12:55:12,4.894,4.953
12:55:11,4.929,4.965
12:55:10,4.894,4.953
12:55:09,4.917,4.965
12:55:08,4.917,4.953
12:55:07,4.917,4.965
12:55:06,4.929,5.048
12:55:05,4.905,4.929
12:55:04,4.917,4.965
12:55:03,4.905,4.941
12:55:02,4.905,4.965
12:55:01,4.917,4.976
12:55:00,4.905,4.953
12:54:59,4.894,4.965
12:54:58,4.917,4.953
12:54:57,4.917,4.965
12:54:56,4.917,4.941
12:54:55,4.917,5.036
12:54:54,4.905,4.965
12:54:53,4.905,4.941
12:54:52,4.917,4.965
12:54:51,4.917,4.965
12:54:50,4.917,4.941
12:54:49,4.905,4.941
12:54:48,4.905,4.965
12:54:47,4.905,4.929
12:54:46,4.917,4.965
12:54:45,4.905,4.953
12:54:44,4.894,4.965
12:54:43,4.929,4.965
12:54:42,4.917,4.953
12:54:41,4.917,4.965
12:54:40,4.917,4.941
12:54:39,4.917,4.941
12:54:38,4.894,4.929
12:54:37,4.917,4.941
12:54:36,4.917,4.953
12:54:35,4.917,4.965
12:54:34,4.917,4.965
12:54:33,4.894,4.953
12:54:32,4.929,4.953
12:54:31,4.917,4.941
12:54:30,4.917,4.965
12:54:29,4.917,4.953
12:54:28,4.917,4.941
12:54:27,4.894,4.953
12:54:26,4.905,4.941
12:54:25,4.905,4.965
12:54:24,4.905,4.953
12:54:23,4.917,4.976
12:54:22,4.905,4.965
12:54:21,4.917,4.965
12:54:20,4.917,4.953
12:54:19,4.905,4.965
12:54:18,4.929,4.965
12:54:17,4.905,4.965
12:54:16,4.929,4.965
12:54:15,4.917,4.953
12:54:14,4.929,4.953
12:54:13,4.905,4.953
12:54:12,4.905,4.965
12:54:11,4.917,4.965
12:54:10,4.905,4.953
12:54:09,4.929,4.965
12:54:08,4.905,4.941
12:54:07,4.905,4.965
12:54:06,4.917,4.953
12:54:05,4.917,4.953
12:54:04,4.905,4.953
12:54:02,4.917,4.953
12:54:02,4.905,4.953
12:54:01,4.905,4.941
12:54:00,4.917,4.965
12:53:59,4.905,4.953
12:53:58,4.929,4.965
12:53:57,4.905,4.965
12:53:56,4.917,4.953
12:53:55,4.917,4.965
12:53:54,4.905,4.953
12:53:53,4.905,4.965
12:53:51,4.905,4.929
12:53:51,4.894,4.965
12:53:50,4.905,4.929
12:53:49,4.929,4.953
12:53:48,4.905,4.953
12:53:47,4.894,4.965
12:53:46,4.917,4.953
12:53:45,4.894,4.941
12:53:44,4.917,4.953
12:53:43,4.917,4.929
12:53:42,4.905,4.976
12:53:41,4.905,4.941
12:53:40,4.929,4.953
12:53:39,4.905,4.953
12:53:38,4.917,4.965
12:53:37,4.929,4.965
12:53:36,4.894,4.953
12:53:35,4.929,4.965
12:53:34,4.894,4.941
12:53:33,4.917,4.953
12:53:32,4.917,4.965
12:53:31,4.917,4.953
12:53:30,4.917,4.965
12:53:29,4.917,4.976
12:53:28,4.929,4.965
12:53:27,4.905,4.953
12:53:26,4.905,4.965
12:53:25,4.905,4.941
12:53:24,4.905,4.953
12:53:23,4.894,4.941
12:53:22,4.917,4.965
12:53:21,4.929,4.965
12:53:20,4.894,4.953
12:53:19,4.917,4.965
12:53:18,4.894,4.953
12:53:17,4.929,4.965
12:53:16,4.905,4.953
12:53:15,4.905,4.941
12:53:14,4.929,4.953
12:53:13,4.905,4.953
12:53:12,4.929,4.953
12:53:11,4.905,4.953
12:53:10,4.905,4.965
12:53:09,4.905,4.953
12:53:08,4.917,4.953
12:53:07,4.917,4.953
12:53:06,4.917,4.953
12:53:05,4.905,4.965
12:53:04,4.917,4.953
12:53:03,4.917,4.965
12:53:02,4.905,4.953
12:53:01,4.894,4.965
12:53:00,4.905,4.953
12:52:59,4.917,4.965
12:52:58,4.905,4.941
12:52:57,4.894,4.941
12:52:56,4.905,4.953
12:52:55,4.894,4.941
12:52:54,4.929,4.941
12:52:53,4.905,4.953
12:52:52,4.917,4.965
12:52:51,4.905,4.941
12:52:50,4.917,4.965
12:52:49,4.905,4.953
12:52:48,4.894,4.976
12:52:47,4.917,4.965
12:52:46,4.894,4.953
12:52:45,4.894,4.965
12:52:44,4.917,4.953
12:52:43,4.929,4.953
12:52:42,4.917,4.941
12:52:41,4.905,4.953
12:52:40,4.917,4.953
12:52:39,4.917,4.953
12:52:38,4.917,4.965
12:52:37,4.905,4.953
12:52:36,4.917,4.953
12:52:35,4.905,4.953
12:52:34,4.929,4.953
12:52:33,4.929,4.953
12:52:32,4.905,4.941
12:52:31,4.917,4.953
12:52:30,4.917,4.965
12:52:29,4.929,4.965
12:52:28,4.905,4.941
12:52:27,4.917,4.941
12:52:26,4.905,4.953
12:52:25,4.917,4.965
12:52:24,4.917,4.953
12:52:23,4.917,4.953
12:52:22,4.917,4.965
12:52:21,4.905,4.953
12:52:20,4.917,4.965
12:52:19,4.894,4.953
12:52:18,4.929,4.953
12:52:17,4.917,4.965
12:52:16,4.917,4.965
12:52:15,4.917,4.953
12:52:14,4.905,4.953
12:52:13,4.905,4.965
12:52:12,4.905,4.941
12:52:11,4.905,4.965
12:52:10,4.894,4.953
12:52:09,4.917,4.965
12:52:08,4.882,4.953
12:52:07,4.894,4.953
12:52:06,4.917,4.953
12:52:05,4.917,4.941
12:52:04,4.917,4.965
12:52:03,4.905,4.941
12:52:02,4.894,4.965
12:52:01,4.905,4.953
12:52:00,4.917,4.965
12:51:59,4.917,4.953
12:51:58,4.917,4.953
12:51:57,4.929,4.941
12:51:56,4.905,4.953
12:51:55,4.905,4.965
12:51:54,4.917,4.953
12:51:53,4.917,4.941
12:51:52,4.917,4.953
12:51:51,4.917,4.941
12:51:50,4.905,4.965
12:51:49,4.894,4.941
12:51:48,4.929,4.953
12:51:47,4.905,4.953
12:51:46,4.929,4.965
12:51:45,4.905,4.953
12:51:44,4.905,4.953
12:51:43,4.917,4.953
12:51:42,4.917,4.941
12:51:41,4.917,4.953
12:51:40,4.905,4.941
12:51:39,4.917,4.965
12:51:38,4.905,4.953
12:51:37,4.929,4.965
12:51:36,4.905,4.965
12:51:35,4.917,4.965
12:51:34,4.929,4.965
12:51:33,4.929,4.941
12:51:32,4.917,4.965
12:51:31,4.905,4.953
12:51:30,4.929,4.953
12:51:29,4.905,4.965
12:51:28,4.917,4.965
12:51:27,4.929,4.965
12:51:26,4.894,4.953
12:51:25,4.905,4.965
12:51:24,4.894,4.953
12:51:23,4.929,4.965
12:51:22,4.905,4.953
12:51:21,4.917,4.941
12:51:20,4.917,4.953
12:51:19,4.917,4.941
12:51:18,4.917,4.941
12:51:17,4.917,4.965
12:51:16,4.988,4.965
12:51:15,4.905,4.953
12:51:14,4.905,4.941
12:51:13,4.882,4.941
12:51:12,4.917,4.965
12:51:11,4.905,4.941
12:51:10,4.917,4.953
12:51:09,4.917,4.965
12:51:08,4.894,4.953
12:51:07,4.929,4.941
12:51:06,4.894,4.941
12:51:05,4.917,4.941
12:51:04,4.917,4.953
12:51:03,4.917,4.953
12:51:02,4.917,4.953
12:51:01,4.905,4.941
12:51:00,4.929,4.965
12:50:59,4.905,4.953
12:50:58,4.905,4.941
12:50:57,4.917,4.953
12:50:56,4.929,4.965
12:50:55,4.917,4.953
12:50:54,4.905,4.941
12:50:53,4.905,4.941
12:50:52,4.917,4.953
12:50:51,4.894,4.953
12:50:50,4.917,4.929
12:50:49,4.905,4.965
12:50:48,4.917,4.953
12:50:47,4.917,4.965
12:50:46,4.917,4.953
12:50:45,4.894,4.953
12:50:44,4.929,4.965
12:50:43,4.929,4.953
12:50:42,4.917,4.976
12:50:41,4.917,4.941
12:50:40,4.929,4.965
12:50:39,4.917,4.953
12:50:38,4.917,4.953
12:50:37,4.917,4.953
12:50:36,4.917,4.941
12:50:35,4.894,4.965
12:50:34,4.905,4.953
12:50:33,4.917,4.965
12:50:32,4.905,4.941
12:50:31,4.917,4.965
12:50:30,4.917,4.941
12:50:29,4.917,4.965
12:50:28,4.917,4.965
12:50:27,4.894,4.953
12:50:26,4.894,4.953
12:50:25,4.917,4.953
12:50:24,4.905,4.953
12:50:23,4.905,4.941
12:50:22,4.905,4.965
12:50:21,4.917,4.965
12:50:20,4.917,4.941
12:50:19,4.894,4.965
12:50:18,4.894,4.941
12:50:17,4.905,4.953
12:50:16,4.905,4.953
12:50:15,4.917,4.953
12:50:14,4.905,4.953
12:50:13,4.929,4.965
12:50:12,4.917,4.953
12:50:11,4.917,4.941
12:50:10,4.894,4.965
12:50:08,4.894,4.953
12:50:08,4.894,4.965
12:50:07,4.905,4.929
12:50:06,4.917,4.965
12:50:05,4.917,4.941
12:50:04,4.917,4.953
12:50:03,4.929,4.941
12:50:02,4.905,4.953
12:50:01,4.917,4.941
12:50:00,4.905,4.953
12:49:59,4.917,4.953
12:49:58,4.917,4.953
12:49:57,4.917,4.965
12:49:56,4.917,4.953
12:49:55,4.917,4.965
12:49:54,4.917,4.953
12:49:53,4.917,4.953
12:49:52,4.929,4.953
12:49:51,4.894,4.953
12:49:50,4.917,4.965
12:49:49,4.894,4.953
12:49:48,4.917,4.965
12:49:47,4.905,4.965
12:49:46,4.917,4.941
12:49:45,4.905,4.965
12:49:44,4.917,4.941
12:49:43,4.929,4.965
12:49:42,4.894,4.941
12:49:41,4.905,4.953
12:49:40,4.917,4.941
12:49:39,4.917,4.941
12:49:38,4.929,4.965
12:49:37,4.894,4.941
12:49:36,4.917,4.953
12:49:35,4.917,4.941
12:49:34,4.917,4.965
12:49:33,4.917,4.929
12:49:32,4.929,4.953
12:49:31,4.905,4.953
12:49:30,4.905,4.941
12:49:29,4.917,4.965
12:49:28,4.905,4.953
12:49:27,4.917,4.953
12:49:26,4.917,4.953
12:49:25,4.917,4.965
12:49:24,4.929,4.965
12:49:23,4.917,4.953
12:49:22,4.929,4.941
12:49:21,4.905,4.941
12:49:20,4.917,4.965
12:49:19,4.917,4.941
12:49:18,4.929,4.965
12:49:17,4.905,4.941
12:49:16,4.905,4.953
12:49:15,4.905,4.941
12:49:14,4.929,4.941
12:49:13,4.917,4.953
12:49:12,4.905,4.941
12:49:11,4.905,4.953
12:49:09,4.917,4.953
12:49:09,4.917,4.941
12:49:08,4.917,4.953
12:49:07,4.917,4.941
12:49:06,4.917,4.953
12:49:05,4.929,4.929
12:49:04,4.905,4.965
12:49:03,4.917,4.953
12:49:02,4.917,4.965
12:49:01,4.905,4.953
12:49:00,4.917,4.941
12:48:59,4.917,4.965
12:48:58,4.905,4.953
12:48:57,4.905,4.965
12:48:56,4.917,4.953
12:48:55,4.917,4.953
12:48:54,4.905,4.953
12:48:53,4.917,4.953
12:48:52,4.917,4.941
12:48:51,4.905,4.965
12:48:50,4.894,4.965
12:48:49,4.917,4.941
12:48:48,4.917,4.953
12:48:47,4.917,4.941
12:48:46,4.917,4.953
12:48:45,4.905,4.953
12:48:44,4.905,4.965
12:48:43,4.905,4.953
12:48:42,4.905,4.953
12:48:41,4.917,4.965
12:48:40,4.917,4.953
12:48:39,4.905,4.953
12:48:38,4.917,4.953
12:48:37,4.929,4.941
12:48:36,4.917,4.953
12:48:35,4.929,4.965
12:48:34,4.929,4.929
12:48:33,4.929,4.965
12:48:32,4.917,4.965
12:48:31,4.905,4.941
12:48:30,4.917,4.953
12:48:29,4.917,4.953
12:48:28,4.917,4.965
12:48:27,4.905,4.965
12:48:26,4.917,4.941
12:48:25,4.905,4.941
12:48:24,4.905,4.965
12:48:23,4.929,4.953
12:48:22,4.905,4.941
12:48:21,4.929,4.965
12:48:20,4.917,4.953
12:48:19,4.929,4.965
12:48:18,4.905,4.929
12:48:17,4.905,4.953
12:48:16,4.917,4.953
12:48:15,4.917,4.941
12:48:14,4.917,4.953
12:48:13,4.905,4.941
12:48:12,4.929,4.953
12:48:11,4.894,4.953
12:48:10,4.929,4.965
12:48:09,4.929,4.953
12:48:08,4.917,4.953
12:48:07,4.929,4.965
12:48:06,4.917,4.953
12:48:05,4.917,4.941
12:48:04,4.894,4.929
12:48:03,4.894,4.953
12:48:02,4.917,4.953
12:48:01,4.917,4.953
12:48:00,4.917,4.965
12:47:59,4.905,4.941
12:47:58,4.905,4.953
12:47:57,4.929,4.953
12:47:56,4.917,4.953
12:47:55,4.917,4.929
12:47:54,4.929,4.965
12:47:53,4.917,4.953
12:47:52,4.929,4.965
12:47:51,4.917,4.965
12:47:50,4.905,4.953
12:47:49,4.905,4.941
12:47:48,4.917,4.953
12:47:47,4.917,4.965
12:47:46,4.894,4.953
12:47:45,4.917,4.953
12:47:44,4.917,4.953
12:47:43,4.917,4.953
12:47:42,4.917,4.953
12:47:41,4.917,4.965
12:47:40,4.929,4.965
12:47:39,4.917,4.941
12:47:38,4.929,4.965
12:47:37,4.917,4.941
12:47:36,4.917,4.941
12:47:35,4.905,4.965
12:47:34,4.917,4.941
12:47:33,4.905,4.953
12:47:32,4.905,4.953
12:47:31,4.917,4.965
12:47:30,4.905,4.953
12:47:29,4.905,4.965
12:47:28,4.917,4.953
12:47:27,4.917,4.965
12:47:26,4.917,4.953
12:47:25,4.917,4.965
12:47:24,4.929,4.965
12:47:23,4.917,4.953
12:47:22,4.917,4.953
12:47:21,4.905,4.953
12:47:20,4.929,4.965
12:47:19,4.917,4.953
12:47:18,4.929,4.953
12:47:17,4.917,4.965
12:47:16,4.905,4.953
12:47:15,4.917,4.953
12:47:14,4.917,4.953
12:47:13,4.905,4.976
12:47:12,4.894,4.953
12:47:11,4.917,4.965
12:47:10,4.905,4.941
12:47:09,4.917,4.965
12:47:08,4.929,4.953
12:47:07,4.917,4.941
12:47:06,4.929,4.941
12:47:05,4.894,4.941
12:47:04,4.929,4.953
12:47:03,4.917,4.941
12:47:02,4.917,4.965
12:47:01,4.917,4.953
12:47:00,4.929,4.953
12:46:59,4.917,4.953
12:46:58,4.905,4.953
12:46:57,4.917,4.941
12:46:56,4.905,4.953
12:46:55,4.917,4.953
12:46:54,4.905,4.965
12:46:53,4.917,4.965
12:46:52,4.917,4.965
12:46:51,4.905,4.953
12:46:50,4.917,4.953
12:46:49,4.894,4.953
12:46:48,4.929,4.953
12:46:47,4.929,4.953
12:46:46,4.905,4.953
12:46:45,4.929,4.941
12:46:44,4.917,4.953
12:46:43,4.917,4.953
12:46:42,4.905,4.953
12:46:41,4.917,4.965
12:46:40,4.917,4.953
12:46:39,4.929,4.953
12:46:38,4.917,4.953
12:46:37,4.917,4.953
12:46:36,4.917,4.953
12:46:35,4.894,4.953
12:46:34,4.917,4.965
12:46:33,4.917,4.953
12:46:32,4.905,4.965
12:46:31,4.917,4.953
12:46:30,4.917,4.953
12:46:29,4.917,4.965
12:46:28,4.929,4.953
12:46:27,4.894,4.953
12:46:26,4.894,4.941
12:46:25,4.917,4.941
12:46:24,4.917,4.953
12:46:23,4.905,4.965
12:46:22,4.917,4.953
12:46:21,4.905,4.965
12:46:20,4.929,4.965
12:46:19,4.905,4.953
12:46:18,4.917,4.965
12:46:17,4.917,4.953
12:46:16,4.917,4.965
12:46:15,4.917,4.953
12:46:14,4.929,4.965
12:46:13,4.894,4.953
12:46:12,4.905,4.953
12:46:11,4.917,4.953
12:46:10,4.905,4.953
12:46:09,4.929,4.941
12:46:08,4.905,4.953
12:46:07,4.917,4.953
12:46:06,4.917,4.941
12:46:05,4.905,4.941
12:46:04,4.905,4.953
12:46:03,4.917,4.953
12:46:02,4.917,4.976
12:46:01,4.905,4.953
12:46:00,4.917,4.965
12:45:59,4.917,4.941
12:45:58,4.917,4.965
12:45:57,4.905,4.953
12:45:56,4.905,4.953
12:45:55,4.917,4.941
12:45:54,4.917,4.953
12:45:53,4.917,4.965
12:45:52,4.905,4.953
12:45:51,4.905,4.941
12:45:50,4.917,4.953
12:45:49,4.929,4.965
12:45:48,4.917,4.953
12:45:47,4.929,4.965
12:45:46,4.917,4.965
12:45:45,4.917,4.965
12:45:44,4.917,4.965
12:45:43,4.905,4.953
12:45:42,4.929,4.976
12:45:41,4.905,4.965
12:45:40,4.917,4.941
12:45:39,4.894,4.953
12:45:38,4.917,4.941
12:45:37,4.929,4.965
12:45:36,4.905,4.953
12:45:35,4.929,4.965
12:45:34,4.917,4.953
12:45:33,4.917,4.965
12:45:32,4.894,4.953
12:45:31,4.905,4.953
12:45:30,4.905,4.965
12:45:29,4.905,4.953
12:45:28,4.905,4.965
12:45:27,4.917,4.965
12:45:26,4.929,4.965
12:45:25,4.894,4.953
12:45:24,4.917,4.965
12:45:23,4.905,4.965
12:45:22,4.929,4.953
12:45:21,4.917,4.941
12:45:20,4.905,4.953
12:45:19,4.917,4.953
12:45:18,4.917,4.953
12:45:17,4.929,4.965
12:45:16,4.917,4.965
12:45:15,4.929,4.965
12:45:14,4.929,4.953
12:45:13,4.917,4.953
12:45:12,4.929,4.965
12:45:11,4.917,4.941
12:45:10,4.905,4.965
12:45:09,4.917,4.953
12:45:08,4.894,4.941
12:45:07,4.917,4.965
12:45:06,4.905,4.941
12:45:05,4.917,4.965
12:45:04,4.917,4.965
12:45:03,4.929,4.965
12:45:02,4.917,4.953
12:45:01,4.917,4.953
