updated,A3,A5
12:45:00,4.917,4.941
12:44:59,4.917,4.953
12:44:58,4.917,4.965
12:44:57,4.917,4.953
12:44:56,4.917,4.953
12:44:55,4.894,4.953
12:44:54,4.917,4.965
12:44:53,4.917,4.953
12:44:52,4.917,4.965
12:44:51,4.917,4.965
12:44:50,4.917,4.953
12:44:49,4.929,4.965
12:44:48,4.917,4.953
12:44:47,4.929,4.953
12:44:46,4.917,4.953
12:44:45,4.917,4.953
12:44:44,4.905,4.965
12:44:43,4.917,4.965
12:44:42,4.905,4.953
12:44:41,4.929,4.965
12:44:40,4.917,4.953
12:44:39,4.905,4.941
12:44:38,4.929,4.965
12:44:37,4.905,4.953
12:44:36,4.905,4.976
12:44:35,4.929,4.965
12:44:34,4.917,4.965
12:44:33,4.917,4.965
12:44:32,4.905,4.953
12:44:31,4.917,4.965
12:44:30,4.917,4.953
12:44:29,4.929,4.976
12:44:28,4.917,4.965
12:44:27,4.905,4.965
12:44:26,4.917,4.976
12:44:25,4.917,4.965
12:44:24,4.905,4.965
12:44:23,4.917,4.953
12:44:22,4.917,4.976
12:44:21,4.917,4.941
12:44:20,4.905,4.965
12:44:19,4.917,4.953
12:44:18,4.917,4.965
12:44:17,4.929,4.953
12:44:16,4.929,4.965
12:44:15,4.929,4.941
12:44:14,4.917,4.953
12:44:13,4.929,4.976
12:44:12,4.917,4.953
12:44:11,4.917,4.953
12:44:10,4.894,4.941
12:44:09,4.929,4.965
12:44:08,4.917,4.965
12:44:07,4.929,4.941
12:44:06,4.917,4.941
12:44:05,4.917,4.953
12:44:04,4.917,4.953
12:44:03,4.905,4.941
12:44:02,4.894,4.965
12:44:01,4.917,4.953
12:44:00,4.929,4.965
12:43:59,4.929,4.965
12:43:58,4.894,4.953
12:43:57,4.929,4.976
12:43:56,4.905,4.953
12:43:55,4.917,4.953
12:43:54,4.894,4.953
12:43:53,4.929,4.976
12:43:52,4.917,4.965
12:43:51,4.917,4.941
12:43:50,4.917,4.941
12:43:49,4.905,4.953
12:43:48,4.917,4.965
12:43:47,4.917,4.941
12:43:46,4.929,4.953
12:43:45,4.917,4.976
12:43:44,4.894,4.953
12:43:43,4.894,4.953
12:43:42,4.894,4.953
12:43:41,4.917,4.965
12:43:40,4.905,4.941
12:43:39,4.929,4.953
12:43:38,4.894,4.953
12:43:37,4.894,4.976
12:43:36,4.917,4.941
12:43:35,4.905,4.953
12:43:34,4.929,4.965
12:43:33,4.917,4.953
12:43:32,4.917,4.965
12:43:31,4.917,4.953
12:43:30,4.929,4.965
12:43:29,4.905,4.953
12:43:28,4.917,4.965
12:43:27,4.905,4.965
12:43:26,4.894,4.953
12:43:25,4.929,4.965
12:43:24,4.917,4.953
12:43:23,4.917,4.953
12:43:22,4.905,4.953
12:43:21,4.929,4.941
12:43:20,4.905,4.953
12:43:19,4.917,4.976
12:43:18,4.917,4.953
12:43:17,4.917,4.953
12:43:16,4.917,4.965
12:43:15,4.905,4.941
12:43:14,4.929,4.965
12:43:13,4.905,4.953
12:43:12,4.929,4.976
12:43:11,4.929,4.976
12:43:10,4.917,4.953
12:43:09,4.929,4.965
12:43:08,4.917,4.941
12:43:07,4.905,4.953
12:43:06,4.917,4.965
12:43:05,4.917,4.976
12:43:04,4.917,4.953
12:43:03,4.917,4.976
12:43:02,4.917,4.965
12:43:01,4.917,4.965
12:43:00,4.917,4.965
12:42:59,4.905,4.953
12:42:58,4.929,4.953
12:42:57,4.905,4.965
12:42:56,4.917,4.976
12:42:55,4.929,4.965
12:42:54,4.929,4.953
12:42:53,4.917,4.965
12:42:52,4.905,4.965
12:42:51,4.929,4.953
12:42:50,4.905,4.953
12:42:49,4.929,4.965
12:42:48,4.917,4.953
12:42:47,4.929,4.965
12:42:46,4.929,4.953
12:42:45,4.929,4.953
12:42:44,4.929,4.976
12:42:43,4.894,4.953
12:42:42,4.917,4.965
12:42:41,4.917,4.953
12:42:40,4.929,4.965
12:42:39,4.917,4.953
12:42:38,4.917,4.953
12:42:37,4.917,4.953
12:42:36,4.917,4.953
12:42:35,4.929,4.976
12:42:34,4.905,4.953
12:42:33,4.917,4.965
12:42:32,4.917,4.965
12:42:31,4.917,4.965
12:42:30,4.905,4.929
12:42:29,4.905,4.965
12:42:28,4.917,4.965
12:42:27,4.905,4.941
12:42:26,4.929,4.976
12:42:25,4.905,4.965
12:42:24,4.929,4.976
12:42:23,4.894,4.941
12:42:22,4.917,4.965
12:42:21,4.905,4.976
12:42:20,4.917,4.953
12:42:19,4.929,4.965
12:42:18,4.905,4.941
12:42:17,4.917,4.976
12:42:16,4.917,4.965
12:42:15,4.905,4.965
12:42:14,4.917,4.953
12:42:13,4.917,4.953
12:42:12,4.976,4.965
12:42:11,4.917,4.941
12:42:10,4.917,4.976
12:42:09,4.917,4.941
12:42:08,4.894,4.965
12:42:07,4.917,4.953
12:42:06,4.929,4.976
12:42:04,4.917,4.976
12:42:04,4.894,4.953
12:42:03,4.917,4.953
12:42:02,4.917,4.953
12:42:01,4.905,4.965
12:42:00,4.917,4.941
12:41:59,4.917,4.965
12:41:58,4.917,4.953
12:41:57,4.917,4.976
12:41:56,4.917,4.976
12:41:55,4.917,4.976
12:41:54,4.929,4.953
12:41:53,4.905,4.941
12:41:52,4.929,4.965
12:41:51,4.917,4.965
12:41:50,4.941,4.965
12:41:49,4.917,4.976
12:41:48,4.905,4.976
12:41:47,4.917,4.976
12:41:46,4.905,4.953
12:41:45,4.929,4.953
12:41:44,4.905,4.941
12:41:43,4.917,4.965
12:41:42,4.917,4.965
12:41:41,4.917,4.976
12:41:40,4.917,4.976
12:41:39,4.917,4.953
12:41:38,4.929,4.953
12:41:37,4.917,4.965
12:41:36,4.929,4.976
12:41:35,4.917,4.965
12:41:34,4.905,4.953
12:41:33,4.929,4.965
12:41:32,4.929,4.976
12:41:31,4.929,4.976
12:41:30,4.917,4.965
12:41:29,4.917,4.965
12:41:28,4.917,4.965
12:41:27,4.929,4.976
12:41:26,4.929,4.953
12:41:25,4.917,4.965
12:41:24,4.905,4.965
12:41:23,4.917,4.953
12:41:22,4.917,4.965
12:41:21,4.905,4.953
12:41:20,4.894,4.976
12:41:19,4.894,4.941
12:41:18,4.917,4.953
12:41:17,4.917,4.941
12:41:16,4.917,4.965
12:41:15,4.917,4.976
12:41:14,4.905,4.953
12:41:13,4.929,4.965
12:41:12,4.905,4.953
12:41:11,4.917,4.976
12:41:10,4.917,4.965
12:41:09,4.929,4.965
12:41:08,4.929,4.965
12:41:07,4.929,4.953
12:41:06,4.894,4.976
12:41:05,4.941,4.976
12:41:04,4.929,4.965
12:41:03,4.917,4.965
12:41:02,4.929,4.976
12:41:01,4.929,4.953
12:41:00,4.929,4.976
12:40:59,4.917,4.976
12:40:58,4.917,4.976
12:40:57,4.929,4.976
12:40:56,4.905,4.965
12:40:55,4.929,4.953
12:40:54,4.917,4.965
12:40:53,4.929,4.953
12:40:52,4.917,4.953
12:40:51,4.905,4.976
12:40:50,4.917,4.965
12:40:49,4.917,4.965
12:40:48,4.917,4.965
12:40:47,4.917,4.941
12:40:46,4.917,4.976
12:40:45,4.917,4.965
12:40:44,4.929,4.976
12:40:43,4.905,4.976
12:40:42,4.905,4.965
12:40:41,4.929,4.965
12:40:40,4.905,4.941
12:40:38,4.929,4.976
12:40:38,4.905,4.965
12:40:37,4.905,4.976
12:40:36,4.917,4.965
12:40:35,4.929,4.953
12:40:34,4.929,4.965
12:40:33,4.917,4.965
12:40:32,4.917,4.965
12:40:31,4.929,4.953
12:40:30,4.929,4.953
12:40:29,4.917,4.953
12:40:27,4.929,4.965
12:40:27,4.917,4.941
12:40:26,4.929,4.976
12:40:25,4.929,4.965
12:40:24,4.917,4.953
12:40:23,4.929,4.953
12:40:22,4.929,4.965
12:40:21,4.929,4.965
12:40:20,4.905,4.953
12:40:19,4.917,4.953
12:40:18,4.917,4.965
12:40:17,4.917,4.965
12:40:16,4.917,4.953
12:40:15,4.917,4.965
12:40:13,4.905,4.965
12:40:13,4.917,4.953
12:40:12,4.929,4.965
12:40:11,4.917,4.965
12:40:10,4.917,4.965
12:40:09,4.929,4.965
12:40:08,4.917,4.953
12:40:07,4.929,4.976
12:40:06,4.905,4.953
12:40:05,4.929,4.976
12:40:04,4.917,4.941
12:40:03,4.917,4.976
12:40:02,4.929,4.976
12:40:01,4.929,4.953
12:40:00,4.929,4.976
12:39:59,4.917,4.965
12:39:58,4.917,4.965
12:39:57,4.917,4.965
12:39:56,4.929,4.965
12:39:55,4.905,4.965
12:39:54,4.917,4.941
12:39:53,4.929,4.976
12:39:52,4.929,4.965
12:39:51,4.929,4.953
12:39:50,4.894,4.941
12:39:49,4.917,4.965
12:39:48,4.917,4.941
12:39:47,4.929,4.976
12:39:46,4.917,4.953
12:39:45,4.917,4.976
12:39:44,4.929,4.953
12:39:43,4.929,4.976
12:39:42,4.917,4.953
12:39:41,4.905,4.965
12:39:40,4.917,4.965
12:39:39,4.917,4.953
12:39:38,4.917,4.953
12:39:37,4.917,4.965
12:39:36,4.917,4.976
12:39:35,4.929,4.976
12:39:34,4.905,4.953
12:39:33,4.929,4.965
12:39:32,4.917,4.953
12:39:31,4.929,4.965
12:39:30,4.929,4.976
12:39:29,4.929,4.965
12:39:28,4.917,4.976
12:39:27,4.917,4.965
12:39:26,4.929,4.976
12:39:25,4.894,4.953
12:39:24,4.929,4.976
12:39:23,4.929,4.953
12:39:22,4.917,4.965
12:39:21,4.905,4.953
12:39:20,4.929,4.965
12:39:19,4.917,4.953
12:39:18,4.917,4.965
12:39:17,4.917,4.976
12:39:16,4.905,4.965
12:39:15,4.894,4.965
12:39:14,4.929,4.965
12:39:13,4.905,4.976
12:39:12,4.929,4.965
12:39:11,4.917,4.953
12:39:10,4.988,4.953
12:39:09,4.917,4.965
12:39:08,4.917,4.976
12:39:07,4.905,4.953
12:39:06,4.929,4.953
12:39:05,4.929,4.941
12:39:04,4.905,4.965
12:39:03,4.917,4.953
12:39:02,4.905,4.965
12:39:01,4.929,4.976
12:39:00,4.917,4.953
12:38:59,4.929,4.976
12:38:58,4.917,4.953
12:38:57,4.929,4.965
12:38:56,4.917,4.965
12:38:55,4.917,4.976
12:38:54,4.905,4.953
12:38:53,4.941,4.953
12:38:52,4.929,4.965
12:38:51,4.929,4.941
12:38:50,4.905,4.965
12:38:49,4.905,4.941
12:38:48,4.929,4.953
12:38:47,4.917,4.965
12:38:46,4.929,4.953
12:38:45,4.929,4.976
12:38:44,4.917,4.953
12:38:43,4.929,4.976
12:38:42,4.905,4.965
12:38:41,4.941,4.976
12:38:40,4.917,4.953
12:38:39,4.917,4.976
12:38:38,4.941,4.965
12:38:37,4.917,4.965
12:38:36,4.929,4.976
12:38:35,4.941,4.976
12:38:34,4.929,4.953
12:38:33,4.929,4.953
12:38:32,4.929,4.976
12:38:31,4.917,4.976
12:38:30,4.917,4.976
12:38:29,4.917,4.965
12:38:28,4.917,4.953
12:38:27,4.929,4.976
12:38:26,4.905,4.965
12:38:25,4.929,4.965
12:38:24,4.929,4.953
12:38:23,4.941,4.976
12:38:22,4.929,4.965
12:38:21,4.917,4.976
12:38:20,4.917,4.976
12:38:19,4.929,4.941
12:38:18,4.917,4.976
12:38:17,4.905,4.953
12:38:16,4.917,4.976
12:38:15,4.929,4.976
12:38:14,4.929,4.953
12:38:12,4.917,4.965
12:38:12,4.917,4.965
12:38:11,4.929,4.976
12:38:10,4.905,4.965
12:38:09,4.905,4.953
12:38:08,4.917,4.953
12:38:07,4.929,4.976
12:38:06,4.917,4.976
12:38:05,4.929,4.976
12:38:04,4.941,4.965
12:38:03,4.917,4.965
12:38:02,4.917,4.976
12:38:01,4.905,4.965
12:38:00,4.929,4.976
12:37:59,4.905,4.953
12:37:58,4.929,4.953
12:37:57,4.941,4.965
12:37:56,4.929,4.976
12:37:55,4.917,4.976
12:37:54,4.917,4.965
12:37:53,4.929,4.976
12:37:52,4.917,4.953
12:37:51,4.929,4.965
12:37:50,4.917,4.965
12:37:49,5.000,4.965
12:37:48,4.929,4.953
12:37:47,4.917,4.965
12:37:46,4.929,4.953
12:37:45,4.905,4.953
12:37:44,4.917,4.976
12:37:43,4.929,4.965
12:37:42,4.929,4.976
12:37:41,4.929,4.953
12:37:40,4.917,4.953
12:37:39,4.929,4.965
12:37:38,4.917,4.953
12:37:37,4.941,4.965
12:37:36,4.917,4.953
12:37:35,4.917,4.953
12:37:34,4.929,4.953
12:37:33,4.905,4.965
12:37:32,4.929,4.965
12:37:31,4.917,4.953
12:37:30,4.929,4.965
12:37:29,4.929,4.953
12:37:28,4.929,4.953
12:37:27,4.917,4.965
12:37:26,4.929,5.048
12:37:25,4.917,4.953
12:37:24,4.929,4.976
12:37:23,4.917,4.965
12:37:22,4.929,4.941
12:37:21,4.929,4.965
12:37:20,4.917,4.953
12:37:19,4.917,4.965
12:37:18,4.894,4.941
12:37:17,4.941,4.976
12:37:16,4.929,4.976
12:37:15,4.917,4.976
12:37:14,4.917,4.965
12:37:13,4.917,4.953
12:37:12,4.929,4.965
12:37:11,4.905,4.965
12:37:10,4.929,4.953
12:37:09,4.929,4.965
12:37:08,4.929,4.953
12:37:07,4.917,4.953
12:37:06,4.917,4.953
12:37:05,4.941,4.976
12:37:04,4.917,4.965
12:37:03,4.929,4.953
12:37:02,4.917,4.953
12:37:01,4.941,4.976
12:37:00,4.929,4.953
12:36:59,4.929,4.953
12:36:58,4.941,4.953
12:36:57,4.929,4.976
12:36:56,4.941,4.965
12:36:55,4.929,4.965
12:36:54,4.929,4.953
12:36:53,4.917,4.953
12:36:52,4.929,4.965
12:36:51,4.929,4.953
12:36:50,4.917,4.953
12:36:49,4.929,4.953
12:36:48,4.929,4.941
12:36:47,4.929,4.953
12:36:46,4.905,4.965
12:36:45,4.917,4.976
12:36:44,4.929,4.965
12:36:43,4.905,4.953
12:36:42,4.941,4.965
12:36:41,4.917,4.965
12:36:40,4.929,4.953
12:36:39,4.917,4.941
12:36:38,4.941,4.965
12:36:37,4.917,4.941
12:36:36,4.929,4.953
12:36:35,4.917,4.953
12:36:34,4.917,4.953
12:36:33,4.929,4.965
12:36:32,4.929,4.953
12:36:31,4.929,4.965
12:36:30,4.929,4.953
12:36:29,4.929,4.976
12:36:28,4.929,4.953
12:36:27,4.917,4.976
12:36:26,4.917,4.953
12:36:25,4.929,4.941
12:36:24,4.941,4.965
12:36:23,4.929,4.941
12:36:22,4.929,4.976
12:36:21,4.929,4.941
12:36:20,4.917,4.965
12:36:19,4.917,4.953
12:36:18,4.929,4.965
12:36:17,4.929,4.953
12:36:16,4.917,4.929
12:36:15,4.929,4.965
12:36:14,4.941,4.953
12:36:13,4.917,4.965
12:36:12,4.953,4.941
12:36:11,4.929,4.953
12:36:10,4.929,4.941
12:36:09,4.917,4.953
12:36:08,4.941,4.965
12:36:07,4.917,4.953
12:36:06,4.929,4.953
12:36:05,4.929,4.941
12:36:04,4.941,4.953
12:36:03,4.929,4.965
12:36:02,4.929,4.953
12:36:01,4.929,4.965
12:36:00,4.929,4.953
12:35:58,4.929,4.965
12:35:58,4.917,4.953
12:35:57,4.929,4.965
12:35:56,4.917,4.941
12:35:55,4.941,4.976
12:35:54,4.917,4.953
12:35:53,4.929,4.953
12:35:52,4.905,4.941
12:35:51,4.917,4.953
12:35:50,4.929,4.965
12:35:49,4.929,4.953
12:35:48,4.941,4.953
12:35:47,4.917,4.953
12:35:46,4.917,4.965
12:35:45,4.941,4.965
12:35:44,4.929,4.953
12:35:43,4.917,4.965
12:35:42,4.929,4.953
12:35:41,4.929,4.965
12:35:40,4.929,4.941
12:35:39,4.941,4.953
12:35:38,4.929,4.953
12:35:37,4.917,4.965
12:35:36,4.941,4.965
12:35:35,4.941,4.953
12:35:34,4.941,4.965
12:35:33,4.929,4.953
12:35:32,4.929,4.965
12:35:31,4.929,4.953
12:35:30,4.929,4.965
12:35:29,4.929,4.953
12:35:28,4.917,4.953
12:35:27,4.894,4.953
12:35:26,4.917,4.953
12:35:25,4.929,4.965
12:35:24,4.917,4.941
12:35:23,4.941,4.941
12:35:22,4.905,4.929
12:35:21,4.929,4.953
12:35:20,4.929,4.965
12:35:19,4.929,4.953
12:35:18,4.941,4.965
12:35:17,4.929,4.941
12:35:16,4.929,4.965
12:35:15,4.917,4.953
12:35:14,4.941,4.965
12:35:13,4.917,4.965
12:35:12,4.941,4.953
12:35:11,4.929,4.953
12:35:10,4.917,4.965
12:35:09,4.929,4.965
12:35:08,4.929,4.953
12:35:07,4.917,4.965
12:35:06,4.929,4.953
12:35:05,4.941,4.965
12:35:04,4.941,4.953
12:35:03,4.929,4.953
12:35:02,4.929,4.941
12:35:00,4.941,4.965
12:34:59,4.941,4.941
12:34:59,4.917,4.941
12:34:58,4.929,4.953
12:34:57,4.941,4.953
12:34:56,4.929,4.953
12:34:55,4.917,4.941
12:34:54,4.929,4.965
12:34:53,4.941,4.965
12:34:52,4.929,4.953
12:34:51,4.929,4.953
12:34:50,4.917,4.941
12:34:49,4.929,4.965
12:34:48,4.917,4.953
12:34:47,4.917,4.941
12:34:46,4.929,4.965
12:34:45,4.917,4.953
12:34:44,4.929,4.965
12:34:43,4.917,4.953
12:34:42,4.929,4.953
12:34:41,4.929,4.953
12:34:40,4.917,4.965
12:34:39,5.012,4.965
12:34:38,4.929,4.953
12:34:37,4.929,4.965
12:34:36,4.929,4.929
12:34:35,4.929,4.953
12:34:34,4.917,4.953
12:34:33,4.905,4.941
12:34:32,4.941,4.941
12:34:31,4.941,4.953
12:34:30,4.929,4.965
12:34:29,4.917,4.941
12:34:28,4.941,4.965
12:34:27,4.929,4.941
12:34:26,4.929,4.953
12:34:25,4.917,4.953
12:34:24,4.941,4.953
12:34:23,4.917,4.953
12:34:22,4.929,4.929
12:34:21,4.917,4.953
12:34:20,4.929,4.941
12:34:19,4.929,4.953
12:34:18,4.905,4.941
12:34:16,4.917,4.965
12:34:16,4.929,4.953
12:34:15,4.917,4.953
12:34:13,4.941,4.965
12:34:13,4.941,4.953
12:34:12,4.929,4.953
12:34:11,4.905,4.953
12:34:10,4.929,4.953
12:34:09,4.917,4.941
12:34:08,4.941,4.941
12:34:07,4.917,4.953
12:34:06,4.929,4.941
12:34:05,4.941,4.941
12:34:04,4.941,4.953
12:34:03,4.929,4.953
12:34:02,4.929,4.941
12:34:01,4.941,4.953
12:34:00,4.905,4.941
12:33:59,4.941,4.953
12:33:58,4.917,4.941
12:33:57,4.929,4.953
12:33:56,4.941,4.965
12:33:55,4.929,4.941
12:33:54,4.941,4.953
12:33:53,4.917,4.929
12:33:52,4.929,4.941
12:33:51,4.929,4.941
12:33:50,4.905,4.953
12:33:49,4.941,4.941
12:33:48,4.929,4.953
12:33:47,4.929,4.953
12:33:45,4.929,4.953
12:33:45,4.929,4.953
12:33:44,4.929,4.929
12:33:43,4.929,4.953
12:33:42,4.941,4.941
12:33:41,4.917,4.953
12:33:40,4.917,4.953
12:33:39,4.929,4.941
12:33:38,4.929,4.941
12:33:37,4.929,4.941
12:33:36,4.941,4.941
12:33:35,4.929,4.953
12:33:34,4.917,4.953
12:33:33,4.929,4.953
12:33:32,4.929,4.941
12:33:31,4.941,4.941
12:33:29,4.929,4.953
12:33:29,4.941,4.953
12:33:28,4.929,4.941
12:33:27,4.941,4.941
12:33:26,4.917,4.941
12:33:25,4.929,4.953
12:33:24,4.953,4.941
12:33:23,4.929,4.941
12:33:22,4.929,4.953
12:33:21,4.929,4.929
12:33:20,4.941,5.024
12:33:19,4.929,4.941
12:33:18,4.941,4.953
12:33:17,4.941,4.941
12:33:16,4.953,4.953
12:33:15,4.941,4.929
12:33:14,4.929,4.941
12:33:13,4.941,4.953
12:33:12,4.917,4.941
12:33:11,4.953,4.941
12:33:10,4.929,4.941
12:33:09,4.917,4.941
12:33:08,4.929,4.953
12:33:07,4.941,4.941
12:33:06,4.929,4.953
12:33:05,4.929,4.929
12:33:04,4.941,4.953
12:33:03,4.917,4.941
12:33:02,4.929,4.953
12:33:01,4.941,4.953
12:33:00,4.929,4.953
12:32:59,4.905,4.941
12:32:58,4.941,4.929
12:32:57,4.929,4.965
12:32:56,4.917,4.941
12:32:55,4.941,4.953
12:32:54,4.953,4.953
12:32:53,4.941,4.953
12:32:52,4.929,4.929
12:32:51,4.929,4.941
12:32:50,4.953,4.953
12:32:49,4.941,4.941
12:32:48,4.929,4.953
12:32:47,4.929,4.941
12:32:46,4.953,4.953
12:32:45,5.000,4.941
12:32:44,4.917,4.953
12:32:43,4.941,4.953
12:32:42,4.941,4.953
12:32:41,4.929,4.941
12:32:40,4.929,4.941
12:32:39,4.953,4.941
12:32:38,4.941,4.941
12:32:37,4.941,4.941
12:32:36,4.917,4.929
12:32:35,4.929,4.953
12:32:34,4.953,4.941
12:32:33,4.917,4.941
12:32:32,4.953,4.941
12:32:31,4.929,4.941
12:32:30,4.941,4.953
12:32:29,4.929,4.941
12:32:28,4.953,4.941
12:32:27,4.941,4.953
12:32:26,4.929,4.941
12:32:25,4.941,4.941
12:32:24,4.941,4.953
12:32:23,4.941,4.953
12:32:22,4.929,4.941
12:32:21,4.929,4.953
12:32:20,4.917,4.941
12:32:19,4.953,4.965
12:32:18,4.929,4.941
12:32:17,4.929,4.929
12:32:16,4.941,4.953
12:32:15,4.929,4.929
12:32:14,4.953,4.953
12:32:13,4.941,4.941
12:32:12,4.929,4.953
12:32:11,4.929,4.965
12:32:10,4.929,4.953
12:32:09,4.941,4.965
12:32:08,4.941,4.941
12:32:07,4.941,4.953
12:32:06,4.941,4.941
12:32:05,4.953,4.953
12:32:04,4.917,4.929
12:32:03,4.941,4.953
12:32:02,4.929,4.941
12:32:01,4.929,4.941
12:32:00,4.929,4.929
12:31:59,4.929,4.929
12:31:58,4.941,4.929
12:31:57,4.929,4.917
12:31:56,4.953,4.953
12:31:55,4.929,4.929
12:31:54,4.941,4.941
12:31:53,4.917,4.941
12:31:51,4.929,4.929
12:31:51,4.953,4.929
12:31:50,4.941,4.941
12:31:49,4.953,4.929
12:31:48,4.941,4.917
12:31:47,4.941,4.941
12:31:46,4.929,4.929
12:31:45,4.941,4.953
12:31:44,4.929,4.941
12:31:43,4.929,4.941
12:31:42,4.953,4.929
12:31:41,4.929,4.941
12:31:40,4.953,4.941
12:31:39,4.929,4.929
12:31:38,4.941,4.953
12:31:37,4.929,4.953
12:31:36,4.929,4.941
12:31:35,4.953,4.941
12:31:34,4.941,4.941
12:31:33,4.941,4.941
12:31:32,4.929,4.929
12:31:31,4.917,4.929
12:31:30,4.929,4.929
12:31:29,4.941,4.941
12:31:28,4.917,4.929
12:31:27,4.941,4.929
12:31:25,4.929,4.941
12:31:25,4.941,4.941
12:31:24,4.953,4.941
12:31:23,4.917,4.941
12:31:22,4.953,4.953
12:31:21,4.941,4.941
12:31:20,4.941,4.929
12:31:19,4.953,4.941
12:31:18,4.929,4.941
12:31:17,4.941,4.941
12:31:16,4.929,4.929
12:31:15,4.941,4.941
12:31:14,4.941,4.941
12:31:13,4.929,4.929
12:31:12,4.929,4.929
12:31:11,4.953,4.941
12:31:10,4.941,4.941
12:31:09,4.941,4.929
12:31:08,4.953,4.941
12:31:07,4.929,4.917
12:31:06,5.024,4.941
12:31:05,4.929,4.929
12:31:04,4.953,4.941
12:31:03,4.941,4.929
12:31:02,4.941,4.941
12:31:01,4.941,4.941
12:31:00,4.941,4.917
12:30:59,4.941,4.941
12:30:58,4.917,4.929
12:30:57,4.953,4.929
12:30:56,4.929,4.953
12:30:55,4.941,4.929
12:30:54,4.929,4.941
12:30:53,4.941,4.941
12:30:52,4.929,4.941
12:30:51,4.929,4.929
12:30:50,4.941,4.941
12:30:49,4.941,4.941
12:30:48,4.953,4.941
12:30:47,4.941,4.929
12:30:46,4.929,4.929
12:30:45,4.941,4.941
12:30:44,4.929,4.929
12:30:43,4.929,4.929
12:30:42,4.917,4.929
12:30:41,4.929,4.941
12:30:40,4.941,4.929
12:30:39,4.929,4.917
12:30:38,4.953,4.941
12:30:37,4.941,4.941
12:30:36,4.953,4.929
12:30:35,4.929,4.929
12:30:34,4.929,4.929
12:30:33,4.941,4.929
12:30:32,4.953,4.941
12:30:31,4.941,4.929
12:30:30,4.941,4.941
12:30:29,4.929,4.929
12:30:28,4.941,4.917
12:30:27,4.929,4.941
12:30:26,4.929,4.929
12:30:25,4.941,4.941
12:30:24,4.929,4.929
12:30:23,4.953,4.941
12:30:22,4.941,4.905
12:30:21,4.929,4.941
12:30:20,4.953,4.929
12:30:19,4.941,4.905
12:30:18,4.941,4.941
12:30:17,4.929,4.917
12:30:16,4.941,4.929
12:30:15,4.941,4.929
12:30:14,4.929,4.941
12:30:13,4.929,4.929
12:30:12,4.953,4.929
12:30:11,4.929,4.929
12:30:10,4.941,4.929
12:30:09,4.953,4.929
12:30:08,4.917,4.929
12:30:07,4.941,4.941
12:30:06,4.941,4.929
12:30:05,4.929,4.917
12:30:04,4.929,4.941
12:30:03,4.941,4.929
12:30:02,4.941,4.917
12:30:01,4.941,4.929
12:30:00,4.941,4.917
12:29:59,4.941,4.929
12:29:58,4.941,4.941
12:29:57,4.929,4.929
12:29:56,4.929,4.929
12:29:55,4.929,4.941
12:29:54,4.941,4.917
12:29:53,4.953,4.941
12:29:52,4.929,4.929
12:29:51,4.953,4.929
12:29:50,4.953,4.929
12:29:49,4.941,4.941
12:29:48,4.941,4.941
12:29:47,4.929,4.917
12:29:46,4.941,4.929
12:29:45,4.941,4.917
12:29:44,4.941,4.941
12:29:43,4.941,4.929
12:29:42,4.941,4.929
12:29:41,4.953,4.917
12:29:40,4.941,4.929
12:29:39,4.941,4.941
12:29:38,4.929,4.917
12:29:37,4.953,4.929
12:29:35,4.917,4.917
12:29:35,4.953,4.941
12:29:34,4.929,4.917
12:29:33,4.941,4.917
12:29:32,4.953,4.929
12:29:30,4.953,4.929
12:29:30,4.953,4.929
12:29:29,4.941,4.917
12:29:28,4.953,4.929
12:29:27,4.953,4.917
12:29:26,4.929,4.929
12:29:25,4.953,4.929
12:29:24,4.941,4.929
12:29:23,4.953,4.941
12:29:22,4.917,4.917
12:29:21,4.953,4.941
12:29:20,4.929,4.917
12:29:19,4.953,4.941
12:29:18,4.941,4.917
12:29:17,4.929,4.929
12:29:16,4.929,4.929
12:29:15,4.929,4.929